# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:10:21-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 1405
# Number of entities in query: 1405
# Total number of entities: 22781
# Original total number of entities: 22607
# Entities not in default gene space: 174
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
183	2048	0.195882605671296	1.40120375014902e-07	<0.001	GO:0065008	regulation of biological quality
139	1461	0.22278517137233	1.64518596370749e-07	<0.001	GO:0051174	regulation of phosphorus metabolic process
171	1892	0.200350099024728	1.81419124970632e-07	<0.001	GO:0009966	regulation of signal transduction
138	1456	0.220720124073666	2.27607220896657e-07	<0.001	GO:0019220	regulation of phosphate metabolic process
271	3305	0.160336719624237	2.47171717062091e-07	<0.001	GO:0051171	regulation of nitrogen compound metabolic process
68	579	0.319979938922561	2.48296481578482e-07	<0.001	GO:0051338	regulation of transferase activity
142	1518	0.21450425524956	3.22639526419503e-07	<0.001	GO:0050790	regulation of catalytic activity
564	7746	0.122454290431966	4.11327960185821e-07	<0.001	GO:0008152	metabolic process
266	3254	0.158075927776343	4.2845254902986e-07	<0.001	GO:0019219	regulation of nucleobase-containing compound metabolic process
488	6585	0.125215828945181	5.6998563965343e-07	<0.001	GO:0044237	cellular metabolic process
311	3923	0.14598741766215	6.09540911253984e-07	<0.001	GO:0032502	developmental process
320	4063	0.143258890759242	7.27987716608024e-07	<0.001	GO:0060255	regulation of macromolecule metabolic process
101	1009	0.243783044448339	9.47758162194885e-07	0.001	GO:0044093	positive regulation of molecular function
245	2983	0.158304564423659	9.59719023201142e-07	0.001	GO:0051234	establishment of localization
102	1027	0.239961573314602	1.19550642424691e-06	0.001	GO:0097458	neuron part
54	442	0.338170830764982	1.27704188119144e-06	0.001	GO:0048471	perinuclear region of cytoplasm
160	1812	0.186995839720501	1.91195340189652e-06	0.002	GO:0006796	phosphate-containing compound metabolic process
237	2895	0.155669276352922	1.92521778296665e-06	0.002	GO:0006810	transport
294	3724	0.1417981717078	1.98018255862316e-06	0.002	GO:0044767	single-organism developmental process
497	6791	0.11798024954543	2.01064893221258e-06	0.002	GO:0044238	primary metabolic process
512	7029	0.116522469354959	2.22628191514951e-06	0.003	GO:0071704	organic substance metabolic process
268	3350	0.146410343886681	2.28333153261386e-06	0.003	GO:0016043	cellular component organization
412	5495	0.124107638494994	2.29501117673997e-06	0.003	GO:0043167	ion binding
163	1859	0.183703623469477	2.29910374410217e-06	0.003	GO:0006793	phosphorus metabolic process
204	2432	0.165091657908991	2.33330758536459e-06	0.003	GO:0048583	regulation of response to stimulus
983	14672	0.11634519365028	3.13904224332761e-06	0.004	GO:0044464	cell part
388	5149	0.124626231341058	3.24514681283994e-06	0.004	GO:0003824	catalytic activity
1111	16874	0.128405243800668	3.77674486262517e-06	0.006	GO:0005575	cellular_component
62	553	0.295963701165722	3.90556598025119e-06	0.007	GO:0043549	regulation of kinase activity
270	3411	0.140760742587991	4.81581578069408e-06	0.013	GO:0071840	cellular component organization or biogenesis
193	2312	0.16136570770963	6.20383697028292e-06	0.019	GO:0048856	anatomical structure development
104	1094	0.218160309655254	6.64465720089e-06	0.019	GO:1902531	regulation of intracellular signal transduction
93	956	0.22848972262294	8.29751956667808e-06	0.024	GO:0042592	homeostatic process
40	313	0.359560476762027	1.01943355307318e-05	0.031	GO:0043087	regulation of GTPase activity
246	3094	0.140770208686147	1.03581729061321e-05	0.033	GO:0048523	negative regulation of cellular process
14	59	0.688894790386207	1.04219667876379e-05	0.033	GO:0008589	regulation of smoothened signaling pathway
72	694	0.258317905959625	1.05982673294845e-05	0.034	GO:0022603	regulation of anatomical structure morphogenesis
177	2108	0.162747598687408	1.13145012352086e-05	0.034	GO:0044765	single-organism transport
269	3436	0.134570726922397	1.17277575059841e-05	0.034	GO:0048519	negative regulation of biological process
40	315	0.356355043766741	1.1867622187852e-05	0.034	GO:0033124	regulation of GTP catabolic process
24	148	0.481055868529774	1.26731607509665e-05	0.034	GO:0030136	clathrin-coated vesicle
201	2454	0.152178063913272	1.30273386498715e-05	0.036	GO:0043168	anion binding
92	955	0.22348907944536	1.36222771747359e-05	0.037	GO:0009967	positive regulation of signal transduction
