# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-25 09:30:50-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 968
# Number of entities in query: 968
# Total number of entities: 22720
# Original total number of entities: 22607
# Entities not in default gene space: 113
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
117	1815	0.211999501699593	3.89748250850818e-06	0.005	GO:0006996	organelle organization
107	1625	0.220830863538664	4.15059270356871e-06	0.005	GO:0009892	negative regulation of metabolic process
95	1398	0.234312120527007	4.18785998625643e-06	0.005	GO:2000026	regulation of multicellular organismal development
21	159	0.549154661491979	4.20264810560442e-06	0.005	GO:0009952	anterior/posterior pattern specification
36	372	0.396407452962678	4.36655253710233e-06	0.008	GO:0055065	metal ion homeostasis
91	1327	0.238083122783444	4.69907610002865e-06	0.008	GO:0006357	regulation of transcription from RNA polymerase II promoter
39	420	0.376688164258394	4.77932519067687e-06	0.008	GO:0055080	cation homeostasis
55	684	0.30935457603909	5.16682155936084e-06	0.008	GO:0009894	regulation of catabolic process
120	1894	0.20382207454875	6.58632583926687e-06	0.01	GO:0010604	positive regulation of macromolecule metabolic process
74	1026	0.259784718105729	6.85645985991881e-06	0.011	GO:0031327	negative regulation of cellular biosynthetic process
609	12763	0.126741086497477	8.04386682663106e-06	0.018	GO:0009987	cellular process
42	478	0.350275156857107	8.27811757540596e-06	0.018	GO:0019725	cellular homeostasis
34	353	0.393862022150938	8.84485030911873e-06	0.02	GO:0006873	cellular ion homeostasis
88	1295	0.233043485787593	9.65709444414438e-06	0.02	GO:0045595	regulation of cell differentiation
63	839	0.277476836975816	9.79065297304148e-06	0.02	GO:0051094	positive regulation of developmental process
167	2860	0.169905808128784	1.11243876162504e-05	0.02	GO:0090304	nucleic acid metabolic process
36	390	0.373411115536938	1.24969577868421e-05	0.025	GO:0055082	cellular chemical homeostasis
522	10740	0.1208764556636	1.32377093999127e-05	0.028	GO:0044699	single-organism process
83	1214	0.235163604177279	1.40088823979877e-05	0.029	GO:0042127	regulation of cell proliferation
40	456	0.349181289463363	1.40386502176908e-05	0.029	GO:0050801	ion homeostasis
71	994	0.254513529861567	1.45856350310409e-05	0.03	GO:0010629	negative regulation of gene expression
74	1049	0.248941945096766	1.46826695405744e-05	0.03	GO:0009890	negative regulation of biosynthetic process
