# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:27:59-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 66180
# Number of entities in query: 13811
# Total number of entities: 24446
# Original total number of entities: 22607
# Entities not in default gene space: 1839
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
40	41	1.21694199082879	8.70761711185024e-08	<0.001	GO:0060401	cytosolic calcium ion transport
39	40	1.20605576122154	1.36930246854579e-07	<0.001	GO:0060402	calcium ion transport into cytosol
109	113	1.17359800156773	3.81982930082971e-18	<0.001	GO:0030427	site of polarized growth
106	110	1.16144820618063	1.43932544339695e-17	<0.001	GO:0030426	growth cone
81	84	1.15373701134683	9.5646545309176e-14	<0.001	GO:0048514	blood vessel morphogenesis
78	81	1.13736393139066	3.60223606549448e-13	<0.001	GO:0051216	cartilage development
55	57	1.13230957867014	1.02765469735161e-09	<0.001	GO:0044272	sulfur compound biosynthetic process
75	78	1.12035611499619	1.3479084584227e-12	<0.001	GO:0060021	palate development
53	55	1.11631371999294	2.48610414276173e-09	<0.001	GO:0006612	protein targeting to membrane
94	98	1.1091894383489	2.80563339217367e-15	<0.001	GO:0050808	synapse organization
92	96	1.09984256050137	6.71683762936441e-15	<0.001	GO:0007265	Ras protein signal transduction
50	52	1.09116634358337	9.30787745333208e-09	<0.001	GO:0043507	positive regulation of JUN kinase activity
90	94	1.09029261231851	1.6051163546002e-14	<0.001	GO:0031345	negative regulation of cell projection organization
49	51	1.08245184392341	1.44323950536145e-08	<0.001	GO:0045744	negative regulation of G-protein coupled receptor protein signaling pathway
48	50	1.07356006496391	2.23612172433743e-08	<0.001	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling
48	50	1.07356006496391	2.23612172433743e-08	<0.001	GO:0030175	filopodium
163	171	1.07284762395245	1.16221025218604e-24	<0.001	GO:0001763	morphogenesis of a branching structure
47	49	1.06448361920474	3.4618567992089e-08	<0.001	GO:0031594	neuromuscular junction
47	49	1.06448361920474	3.4618567992089e-08	<0.001	GO:0048592	eye morphogenesis
47	49	1.06448361920474	3.4618567992089e-08	<0.001	GO:1901800	positive regulation of proteasomal protein catabolic process
65	68	1.05836687950209	1.05855125182748e-10	<0.001	GO:0005249	voltage-gated potassium channel activity
65	68	1.05836687950209	1.05855125182748e-10	<0.001	GO:0046332	SMAD binding
46	48	1.05521464753424	5.35507996945327e-08	<0.001	GO:0042509	regulation of tyrosine phosphorylation of STAT protein
156	164	1.05364453321123	2.37197532466483e-23	<0.001	GO:0061138	morphogenesis of a branching epithelium
137	144	1.05129544137173	1.12049219394377e-20	<0.001	GO:0048754	branching morphogenesis of an epithelial tube
63	66	1.04484261024499	2.51489952185082e-10	<0.001	GO:0006497	protein lipidation
63	66	1.04484261024499	2.51489952185082e-10	<0.001	GO:0008013	beta-catenin binding
61	64	1.0308873135713	5.95824874191387e-10	<0.001	GO:0001159	core promoter proximal region DNA binding
61	64	1.0308873135713	5.95824874191387e-10	<0.001	GO:0005089	Rho guanyl-nucleotide exchange factor activity
61	64	1.0308873135713	5.95824874191387e-10	<0.001	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
43	45	1.02616601786686	1.97173555757818e-07	<0.001	GO:0004722	protein serine/threonine phosphatase activity
43	45	1.02616601786686	1.97173555757818e-07	<0.001	GO:0010977	negative regulation of neuron projection development
43	45	1.02616601786686	1.97173555757818e-07	<0.001	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
59	62	1.01647248376555	1.4074496634667e-09	<0.001	GO:0035258	steroid hormone receptor binding
126	133	1.01477006872331	1.23430561357664e-18	<0.001	GO:0005083	small GTPase regulator activity
92	97	1.01264599571151	5.04041984174309e-14	<0.001	GO:0010469	regulation of receptor activity
58	61	1.00908304701348	2.16064726183851e-09	<0.001	GO:0000987	core promoter proximal region sequence-specific DNA binding
74	78	1.00534621585385	1.58263406128902e-11	<0.001	GO:0007009	plasma membrane organization
122	129	1.0007017969828	6.73871023197761e-18	<0.001	GO:0048562	embryonic organ morphogenesis
89	94	0.998242109099829	1.80407719932243e-13	<0.001	GO:0046488	phosphatidylinositol metabolic process
105	111	0.997529007800609	1.35814338322389e-15	<0.001	GO:0032319	regulation of Rho GTPase activity
137	145	0.996891375108295	7.82218496334351e-20	<0.001	GO:0006813	potassium ion transport
120	127	0.993495848915735	1.57030802126731e-17	<0.001	GO:0015079	potassium ion transmembrane transporter activity
104	110	0.993364416200223	2.07363573484738e-15	<0.001	GO:0005267	potassium channel activity
104	110	0.993364416200223	2.07363573484738e-15	<0.001	GO:0048732	gland development
88	93	0.993333951798553	2.7564092345706e-13	<0.001	GO:0030326	embryonic limb morphogenesis
88	93	0.993333951798553	2.7564092345706e-13	<0.001	GO:0035113	embryonic appendage morphogenesis
88	93	0.993333951798553	2.7564092345706e-13	<0.001	GO:0045995	regulation of embryonic development
118	125	0.986170253529114	3.6524331593402e-17	<0.001	GO:0006470	protein dephosphorylation
102	108	0.984915151897137	4.82632318121685e-15	<0.001	GO:0030165	PDZ domain binding
70	74	0.981265611741856	8.65146690670089e-11	<0.001	GO:0046425	regulation of JAK-STAT cascade
54	57	0.978210353271058	1.19002705206052e-08	<0.001	GO:0042475	odontogenesis of dentin-containing tooth
100	106	0.976300516452074	1.12086480390538e-14	<0.001	GO:0030027	lamellipodium
84	89	0.973133837876187	1.49285305358178e-12	<0.001	GO:0035023	regulation of Rho protein signal transduction
220	234	0.972140213002517	3.59236257754873e-30	<0.001	GO:0032318	regulation of Ras GTPase activity
53	56	0.970139305151704	1.81899532299181e-08	<0.001	GO:0030516	regulation of axon extension
53	56	0.970139305151704	1.81899532299181e-08	<0.001	GO:0031110	regulation of microtubule polymerization or depolymerization
204	217	0.970047618279103	4.73223946493636e-28	<0.001	GO:0001525	angiogenesis
68	72	0.968710353176705	2.01385003037769e-10	<0.001	GO:0042476	odontogenesis
68	72	0.968710353176705	2.01385003037769e-10	<0.001	GO:0044325	ion channel binding
98	104	0.967513860819422	2.5972180603402e-14	<0.001	GO:0005088	Ras guanyl-nucleotide exchange factor activity
82	87	0.96267431252102	3.46069749527488e-12	<0.001	GO:0048704	embryonic skeletal system morphogenesis
67	71	0.962295200759213	3.06892792732952e-10	<0.001	GO:0030900	forebrain development
67	71	0.962295200759213	3.06892792732952e-10	<0.001	GO:0043244	regulation of protein complex disassembly
52	55	0.961916500520123	2.77774516920459e-08	<0.001	GO:0010631	epithelial cell migration
66	70	0.95578472132621	4.67298649609768e-10	<0.001	GO:0001104	RNA polymerase II transcription cofactor activity
51	54	0.953536101986437	4.23764698652727e-08	<0.001	GO:0043242	negative regulation of protein complex disassembly
51	54	0.953536101986437	4.23764698652727e-08	<0.001	GO:0043401	steroid hormone mediated signaling pathway
109	116	0.951610069870735	1.59052633747271e-15	<0.001	GO:0061448	connective tissue development
165	176	0.946766775894763	1.50945723127081e-22	<0.001	GO:0032147	activation of protein kinase activity
50	53	0.944991928742135	6.45822832315219e-08	<0.001	GO:0035914	skeletal muscle cell differentiation
93	99	0.944747212779856	2.10066240621951e-13	<0.001	GO:0045732	positive regulation of protein catabolic process
64	68	0.942466092400268	1.08072623851429e-09	<0.001	GO:0001726	ruffle
64	68	0.942466092400268	1.08072623851429e-09	<0.001	GO:0019233	sensory perception of pain
49	52	0.936277429082177	9.83200506616196e-08	<0.001	GO:0005913	cell-cell adherens junction
49	52	0.936277429082177	9.83200506616196e-08	<0.001	GO:1901880	negative regulation of protein depolymerization
77	82	0.93538018654086	2.79696387888564e-11	<0.001	GO:0001843	neural tube closure
118	126	0.931766187265682	2.21867251407733e-16	<0.001	GO:0090257	regulation of muscle system process
104	111	0.931170110468225	1.27000778745991e-14	<0.001	GO:0001764	neuron migration
76	81	0.929711548762112	4.23855978891737e-11	<0.001	GO:0019199	transmembrane receptor protein kinase activity
62	66	0.928729704252107	2.49062088109393e-09	<0.001	GO:0061387	regulation of extent of cell growth
48	51	0.927385650122673	1.49518105445121e-07	<0.001	GO:0001704	formation of primary germ layer
48	51	0.927385650122673	1.49518105445121e-07	<0.001	GO:0003707	steroid hormone receptor activity
48	51	0.927385650122673	1.49518105445121e-07	<0.001	GO:0005518	collagen binding
48	51	0.927385650122673	1.49518105445121e-07	<0.001	GO:0046427	positive regulation of JAK-STAT cascade
103	110	0.926965749260326	1.9208345095504e-14	<0.001	GO:0032320	positive regulation of Ras GTPase activity
103	110	0.926965749260326	1.9208345095504e-14	<0.001	GO:0050770	regulation of axonogenesis
426	457	0.926858019222561	2.12907497349434e-54	<0.001	GO:0045202	synapse
89	95	0.92564504792469	1.10566890281136e-12	<0.001	GO:0006937	regulation of muscle contraction
116	124	0.924316870913328	5.06974751030038e-16	<0.001	GO:0048705	skeletal system morphogenesis
61	65	0.921696460029787	3.77574049322567e-09	<0.001	GO:0005230	extracellular ligand-gated ion channel activity
61	65	0.921696460029787	3.77574049322567e-09	<0.001	GO:0016525	negative regulation of angiogenesis
88	94	0.920736890623415	1.67185885174558e-12	<0.001	GO:0071804	cellular potassium ion transport
115	123	0.920544486889804	7.6572148878893e-16	<0.001	GO:0022843	voltage-gated cation channel activity
74	79	0.918149651063992	9.71058728095374e-11	<0.001	GO:0010811	positive regulation of cell-substrate adhesion
87	93	0.915773282120809	2.52618288845044e-12	<0.001	GO:0071805	potassium ion transmembrane transport
271	291	0.913299932826768	8.87516745505104e-35	<0.001	GO:0002009	morphogenesis of an epithelium
139	149	0.911356658165474	1.21960336797882e-18	<0.001	GO:2000027	regulation of organ morphogenesis
99	106	0.909734816593032	9.98862390359126e-14	<0.001	GO:0017157	regulation of exocytosis
59	63	0.907281630224034	8.65222368511233e-09	<0.001	GO:0043506	regulation of JUN kinase activity
59	63	0.907281630224034	8.65222368511233e-09	<0.001	GO:1901879	regulation of protein depolymerization
98	105	0.905319555087424	1.50593122120923e-13	<0.001	GO:0070507	regulation of microtubule cytoskeleton organization
111	119	0.90512361711143	3.96191126174334e-15	<0.001	GO:0031667	response to nutrient levels
97	104	0.900859530889379	2.26888459530426e-13	<0.001	GO:0001076	RNA polymerase II transcription factor binding transcription factor activity
84	90	0.900536776701048	8.67637862411049e-12	<0.001	GO:0000187	activation of MAPK activity
135	145	0.898607813781526	6.26689945555202e-18	<0.001	GO:0000904	cell morphogenesis involved in differentiation
83	89	0.895338159829818	1.30707168830672e-11	<0.001	GO:0018105	peptidyl-serine phosphorylation
83	89	0.895338159829818	1.30707168830672e-11	<0.001	GO:0050905	neuromuscular process
146	157	0.893264568063376	3.75075952048908e-19	<0.001	GO:0045785	positive regulation of cell adhesion
95	102	0.891801473551248	5.13958730627717e-13	<0.001	GO:0005923	tight junction
95	102	0.891801473551248	5.13958730627717e-13	<0.001	GO:0070160	occluding junction
82	88	0.890077251345882	1.96750743845451e-11	<0.001	GO:1901981	phosphatidylinositol phosphate binding
268	289	0.887657123545337	1.60944592462984e-33	<0.001	GO:0007264	small GTPase mediated signal transduction
144	155	0.887237794569292	8.4594535758501e-19	<0.001	GO:0046578	regulation of Ras protein signal transduction
119	128	0.887093102208684	8.04402610469479e-16	<0.001	GO:0014069	postsynaptic density
106	114	0.885056208220199	3.04964693029234e-14	<0.001	GO:0035107	appendage morphogenesis
106	114	0.885056208220199	3.04964693029234e-14	<0.001	GO:0035108	limb morphogenesis
56	60	0.88472810654407	2.97823125066003e-08	<0.001	GO:0007179	transforming growth factor beta receptor signaling pathway
143	154	0.884193353403238	1.26948781444465e-18	<0.001	GO:0070302	regulation of stress-activated protein kinase signaling cascade
142	153	0.881127823403773	1.90411966774781e-18	<0.001	GO:0032872	regulation of stress-activated MAPK cascade
239	258	0.879682764898926	7.85504506988339e-30	<0.001	GO:0060589	nucleoside-triphosphatase regulator activity
80	86	0.879362425626985	4.44721066112182e-11	<0.001	GO:0090090	negative regulation of canonical Wnt signaling pathway
178	192	0.879168668801814	1.19909929779961e-22	<0.001	GO:0051056	regulation of small GTPase mediated signal transduction
226	244	0.877982182237367	2.97539829984146e-28	<0.001	GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity
165	178	0.877037995226016	4.51886545073253e-21	<0.001	GO:0033673	negative regulation of kinase activity
55	59	0.876944310287385	4.4869257151026e-08	<0.001	GO:0001889	liver development
55	59	0.876944310287385	4.4869257151026e-08	<0.001	GO:0004714	transmembrane receptor protein tyrosine kinase activity
55	59	0.876944310287385	4.4869257151026e-08	<0.001	GO:0051146	striated muscle cell differentiation
116	125	0.875965782439188	2.71636722379802e-15	<0.001	GO:0008016	regulation of heart contraction
380	411	0.875960162740189	3.39564875889254e-46	<0.001	GO:0009887	organ morphogenesis
152	164	0.874609223202872	1.70233840239449e-19	<0.001	GO:0006469	negative regulation of protein kinase activity
79	85	0.87390529792852	6.67768548393819e-11	<0.001	GO:0007163	establishment or maintenance of cell polarity
103	111	0.872561682996893	1.02959487325421e-13	<0.001	GO:0019838	growth factor binding
223	241	0.872105561176395	9.99881370729525e-28	<0.001	GO:0030695	GTPase regulator activity
66	71	0.868588156536351	2.58351360931808e-09	<0.001	GO:0043648	dicarboxylic acid metabolic process
114	123	0.868388459836423	6.09525307707801e-15	<0.001	GO:0006605	protein targeting
78	84	0.868379451884148	1.00181627702566e-10	<0.001	GO:0005099	Ras GTPase activator activity
113	122	0.864550395525093	9.12175922198889e-15	<0.001	GO:0035148	tube formation
472	512	0.863115027516983	3.94064174405808e-56	<0.001	GO:0045859	regulation of protein kinase activity
77	83	0.862783125365722	1.50163815654649e-10	<0.001	GO:0060606	tube closure
65	70	0.861979461170714	3.87667108014742e-09	<0.001	GO:0032321	positive regulation of Rho GTPase activity
147	159	0.859988868004318	1.27498951046549e-18	<0.001	GO:0000790	nuclear chromatin
147	159	0.859988868004318	1.27498951046549e-18	<0.001	GO:0005912	adherens junction
331	359	0.858278308948898	1.10801036986994e-39	<0.001	GO:0048729	tissue morphogenesis
76	82	0.857114487586973	2.2487879095586e-10	<0.001	GO:0030177	positive regulation of Wnt signaling pathway
76	82	0.857114487586973	2.2487879095586e-10	<0.001	GO:0045862	positive regulation of proteolysis
509	553	0.855844997105767	6.90731376723797e-60	<0.001	GO:0043549	regulation of kinase activity
99	107	0.8553307503296	5.16397709916612e-13	<0.001	GO:0034330	cell junction organization
64	69	0.855269527610409	5.81102308102982e-09	<0.001	GO:0070304	positive regulation of stress-activated protein kinase signaling cascade
87	94	0.853578976388811	1.31378147798703e-11	<0.001	GO:0051494	negative regulation of cytoskeleton organization
110	119	0.852831505695475	3.04527301209752e-14	<0.001	GO:0048167	regulation of synaptic plasticity
52	56	0.852725646978606	1.52347560627328e-07	<0.001	GO:0005905	coated pit
98	106	0.850915488823992	7.71383408754584e-13	<0.001	GO:0035257	nuclear hormone receptor binding
63	68	0.848455191913611	8.70119257668287e-09	<0.001	GO:0032874	positive regulation of stress-activated MAPK cascade
142	154	0.844869226967145	9.42562015165147e-18	<0.001	GO:0035091	phosphatidylinositol binding
409	445	0.844484627381085	7.73574840654081e-48	<0.001	GO:0019901	protein kinase binding
141	153	0.841782311078211	1.40397846515345e-17	<0.001	GO:0043547	positive regulation of GTPase activity
118	128	0.839902991151061	5.97132131566538e-15	<0.001	GO:0010810	regulation of cell-substrate adhesion
73	79	0.839655291357532	7.50996565732263e-10	<0.001	GO:0016247	channel regulator activity
73	79	0.839655291357532	7.50996565732263e-10	<0.001	GO:0022404	molting cycle process
73	79	0.839655291357532	7.50996565732263e-10	<0.001	GO:0022405	hair cycle process
151	164	0.838253318017819	1.23829227305352e-18	<0.001	GO:0046777	protein autophosphorylation
106	115	0.836705119746059	1.50492290597276e-13	<0.001	GO:0030178	negative regulation of Wnt signaling pathway
128	139	0.835817377052555	5.25428861872648e-16	<0.001	GO:0009991	response to extracellular stimulus
139	151	0.835543101624917	3.10976162917819e-17	<0.001	GO:0007411	axon guidance
139	151	0.835543101624917	3.10976162917819e-17	<0.001	GO:0097485	neuron projection guidance
61	66	0.834499895239928	1.94434897025414e-08	<0.001	GO:0000792	heterochromatin
61	66	0.834499895239928	1.94434897025414e-08	<0.001	GO:0050818	regulation of coagulation
72	78	0.833677595829568	1.12033314924614e-09	<0.001	GO:0060070	canonical Wnt signaling pathway
302	329	0.833242977608286	2.52135462833157e-35	<0.001	GO:0071900	regulation of protein serine/threonine kinase activity
94	102	0.832797440388475	3.8111878007406e-12	<0.001	GO:0018209	peptidyl-serine modification
170	185	0.830016278813027	1.42881538512314e-20	<0.001	GO:0051020	GTPase binding
224	244	0.829397969837567	1.54088393348731e-26	<0.001	GO:0051260	protein homooligomerization
71	77	0.827617269897109	1.66959659466541e-09	<0.001	GO:0005178	integrin binding
60	65	0.827351813312878	2.90144709541343e-08	<0.001	GO:0051170	nuclear import
136	148	0.826016093601565	1.02068842382302e-16	<0.001	GO:0030136	clathrin-coated vesicle
179	195	0.825414637705606	1.86633945536605e-21	<0.001	GO:0045211	postsynaptic membrane
232	253	0.824102746451461	2.97723945505623e-27	<0.001	GO:0005543	phospholipid binding
178	194	0.822959844508054	2.76919192607831e-21	<0.001	GO:0003713	transcription coactivator activity
178	194	0.822959844508054	2.76919192607831e-21	<0.001	GO:0030111	regulation of Wnt signaling pathway
295	322	0.822873568430214	4.03035731945223e-34	<0.001	GO:0045860	positive regulation of protein kinase activity
451	493	0.821732771600155	3.8985773035695e-51	<0.001	GO:0019900	kinase binding
70	76	0.821471985776858	2.48553373867805e-09	<0.001	GO:0051592	response to calcium ion
70	76	0.821471985776858	2.48553373867805e-09	<0.001	GO:0071559	response to transforming growth factor beta
70	76	0.821471985776858	2.48553373867805e-09	<0.001	GO:0071560	cellular response to transforming growth factor beta stimulus
113	123	0.821038287884613	4.33749583914855e-14	<0.001	GO:0000209	protein polyubiquitination
59	64	0.820085065434175	4.32444056206606e-08	<0.001	GO:0000910	cytokinesis
59	64	0.820085065434175	4.32444056206606e-08	<0.001	GO:0006606	protein import into nucleus
59	64	0.820085065434175	4.32444056206606e-08	<0.001	GO:1902593	single-organism nuclear import
91	99	0.81870152561543	1.25227065334838e-11	<0.001	GO:0071901	negative regulation of protein serine/threonine kinase activity
165	180	0.816947193167185	1.02704804310601e-19	<0.001	GO:0007507	heart development
122	133	0.814879574500813	5.63336269796045e-15	<0.001	GO:0000977	RNA polymerase II regulatory region sequence-specific DNA binding
90	98	0.813900614358078	1.85852277198287e-11	<0.001	GO:0023061	signal release
174	190	0.813002831208174	1.33573178817782e-20	<0.001	GO:0051348	negative regulation of transferase activity
132	144	0.812985410924976	4.93692686592021e-16	<0.001	GO:0060828	regulation of canonical Wnt signaling pathway
58	63	0.8126956286821	6.43730243836033e-08	<0.001	GO:0001505	regulation of neurotransmitter levels
58	63	0.8126956286821	6.43730243836033e-08	<0.001	GO:0015748	organophosphate ester transport
58	63	0.8126956286821	6.43730243836033e-08	<0.001	GO:0017053	transcriptional repressor complex
58	63	0.8126956286821	6.43730243836033e-08	<0.001	GO:0048661	positive regulation of smooth muscle cell proliferation
288	315	0.8122604787589	6.34705465036838e-33	<0.001	GO:0033124	regulation of GTP catabolic process
79	86	0.811710992196522	3.18298855458395e-10	<0.001	GO:0001649	osteoblast differentiation
100	109	0.811351055982504	1.61702716813729e-12	<0.001	GO:0030055	cell-substrate junction
121	132	0.81129130966383	8.34594644873442e-15	<0.001	GO:0046328	regulation of JNK cascade
194	212	0.810917740595279	1.0283340680661e-22	<0.001	GO:0043405	regulation of MAP kinase activity
286	313	0.809181755597379	1.39126241404392e-32	<0.001	GO:0043087	regulation of GTPase activity
89	97	0.80904667592926	2.75583772568239e-11	<0.001	GO:0007613	memory
89	97	0.80904667592926	2.75583772568239e-11	<0.001	GO:0045216	cell-cell junction organization
68	74	0.808916727211708	5.49059394133406e-09	<0.001	GO:0014706	striated muscle tissue development
213	233	0.8072645071884	1.16816280984769e-24	<0.001	GO:0097060	synaptic membrane
385	422	0.805774701362437	4.74907008737092e-43	<0.001	GO:0044456	synapse part
57	62	0.805179272032679	9.57017111078673e-08	<0.001	GO:0001508	action potential
57	62	0.805179272032679	9.57017111078673e-08	<0.001	GO:0007160	cell-matrix adhesion
88	96	0.804138518627985	4.08270157705178e-11	<0.001	GO:0004725	protein tyrosine phosphatase activity
88	96	0.804138518627985	4.08270157705178e-11	<0.001	GO:0008277	regulation of G-protein coupled receptor protein signaling pathway
191	209	0.804081152084301	3.32590974456752e-22	<0.001	GO:0005096	GTPase activator activity
191	209	0.804081152084301	3.32590974456752e-22	<0.001	GO:0071902	positive regulation of protein serine/threonine kinase activity
129	141	0.802953888492396	1.59959671918702e-15	<0.001	GO:0001012	RNA polymerase II regulatory region DNA binding
322	353	0.802459688546849	3.76736805304316e-36	<0.001	GO:0009118	regulation of nucleoside metabolic process
77	84	0.800588819633724	6.9948869268285e-10	<0.001	GO:0051213	dioxygenase activity
77	84	0.800588819633724	6.9948869268285e-10	<0.001	GO:0060562	epithelial tube morphogenesis
527	579	0.799276968673726	9.26597604840589e-58	<0.001	GO:0051338	regulation of transferase activity
87	95	0.799174910125379	6.04284973785492e-11	<0.001	GO:0005925	focal adhesion
319	350	0.798314342196773	1.21608193362448e-35	<0.001	GO:0030811	regulation of nucleotide catabolic process
319	350	0.798314342196773	1.21608193362448e-35	<0.001	GO:0033121	regulation of purine nucleotide catabolic process
158	173	0.797978759748422	1.59000394268059e-18	<0.001	GO:0070161	anchoring junction
56	61	0.797531541754211	1.42088714222523e-07	<0.001	GO:0030193	regulation of blood coagulation
56	61	0.797531541754211	1.42088714222523e-07	<0.001	GO:1900046	regulation of hemostasis
298	327	0.796764437211907	2.39219629222578e-33	<0.001	GO:0007399	nervous system development
127	139	0.796137372457917	3.49105248737833e-15	<0.001	GO:0031965	nuclear membrane
66	72	0.795991095361212	1.20738462734245e-08	<0.001	GO:0060191	regulation of lipase activity
66	72	0.795991095361212	1.20738462734245e-08	<0.001	GO:0090288	negative regulation of cellular response to growth factor stimulus
157	172	0.795201529977783	2.34653265544985e-18	<0.001	GO:0030135	coated vesicle
96	105	0.793598666256373	7.7639459205246e-12	<0.001	GO:0051291	protein heterooligomerization
156	171	0.792406794265098	3.46107433855005e-18	<0.001	GO:0031267	small GTPase binding
205	225	0.790449508967739	2.63562205065374e-23	<0.001	GO:0016311	dephosphorylation
313	344	0.789908096778977	1.25688175318374e-34	<0.001	GO:0033674	positive regulation of kinase activity
65	71	0.789382399995575	1.78724906629957e-08	<0.001	GO:0034329	cell junction assembly
85	93	0.789076195744364	1.32007006234464e-10	<0.001	GO:0008344	adult locomotory behavior
134	147	0.786078583810159	9.79681740742324e-16	<0.001	GO:0006650	glycerophospholipid metabolic process
123	135	0.782180302894457	1.64924354132854e-14	<0.001	GO:0072509	divalent inorganic cation transmembrane transporter activity
162	178	0.781718272929841	1.42758616897466e-18	<0.001	GO:0008022	protein C-terminus binding
152	167	0.781048236911921	1.62873560646084e-17	<0.001	GO:0004721	phosphoprotein phosphatase activity
142	156	0.780318375285839	1.85889863087118e-16	<0.001	GO:0005085	guanyl-nucleotide exchange factor activity
142	156	0.780318375285839	1.85889863087118e-16	<0.001	GO:0044449	contractile fiber part
93	102	0.779797752310285	2.49218136954688e-11	<0.001	GO:0005924	cell-substrate adherens junction
228	251	0.777729008220358	2.63907173237656e-25	<0.001	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
112	123	0.777611551396535	2.77911518279244e-13	<0.001	GO:0007409	axonogenesis
102	112	0.776453583787086	3.18884705756525e-12	<0.001	GO:0043409	negative regulation of MAPK cascade
208	229	0.776098514977199	3.44657821561289e-23	<0.001	GO:0008766	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase activity
