# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:27:59-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 66180
# Number of entities in query: 13811
# Total number of entities: 24446
# Original total number of entities: 22607
# Entities not in default gene space: 1839
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
41	45	0.852480416899888	4.03965595729846e-07	0.001	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
41	45	0.852480416899888	4.03965595729846e-07	0.001	GO:0044291	cell-cell contact zone
41	45	0.852480416899888	4.03965595729846e-07	0.001	GO:0048844	artery morphogenesis
50	55	0.850816605973949	2.39383236416904e-08	<0.001	GO:0046330	positive regulation of JNK cascade
59	65	0.849734791732431	1.4379556197553e-09	<0.001	GO:0005230	extracellular ligand-gated ion channel activity
77	85	0.848501036736009	5.32037518648002e-12	<0.001	GO:0007163	establishment or maintenance of cell polarity
113	125	0.84768045669059	7.66002211052987e-17	<0.001	GO:0006470	protein dephosphorylation
139	154	0.844539540666287	2.91877763517392e-20	<0.001	GO:0035091	phosphatidylinositol binding
76	84	0.842829149836022	8.56451176448166e-12	<0.001	GO:0005099	Ras GTPase activator activity
58	64	0.8423421139226	2.31936440208302e-09	<0.001	GO:0001159	core promoter proximal region DNA binding
58	64	0.8423421139226	2.31936440208302e-09	<0.001	GO:0005089	Rho guanyl-nucleotide exchange factor activity
49	54	0.842098869276715	3.86749321011148e-08	<0.001	GO:0000082	G1/S transition of mitotic cell cycle
49	54	0.842098869276715	3.86749321011148e-08	<0.001	GO:0044843	cell cycle G1/S phase transition
49	54	0.842098869276715	3.86749321011148e-08	<0.001	GO:0050772	positive regulation of axonogenesis
40	44	0.841855806514649	6.54240550036751e-07	0.002	GO:0008328	ionotropic glutamate receptor complex
40	44	0.841855806514649	6.54240550036751e-07	0.002	GO:0043488	regulation of mRNA stability
40	44	0.841855806514649	6.54240550036751e-07	0.002	GO:0051865	protein autoubiquitination
40	44	0.841855806514649	6.54240550036751e-07	0.002	GO:0060348	bone development
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0003730	mRNA 3'-UTR binding
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0006029	proteoglycan metabolic process
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0032855	positive regulation of Rac GTPase activity
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0038032	termination of G-protein coupled receptor signaling pathway
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0048260	positive regulation of receptor-mediated endocytosis
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:0070373	negative regulation of ERK1 and ERK2 cascade
31	34	0.841612925394453	1.13190550570666e-05	0.019	GO:1990138	neuron projection extension
260	289	0.839570438527593	3.59944802191545e-36	<0.001	GO:0007264	small GTPase mediated signal transduction
84	93	0.83793189783642	8.43360208192894e-13	<0.001	GO:0045995	regulation of embryonic development
57	63	0.834822516662514	3.73528375560248e-09	<0.001	GO:0043506	regulation of JUN kinase activity
39	43	0.830966344328554	1.05735660041868e-06	0.002	GO:0010464	regulation of mesenchymal cell proliferation
39	43	0.830966344328554	1.05735660041868e-06	0.002	GO:0032947	protein complex scaffold
65	72	0.829459877068301	3.63079345152788e-10	<0.001	GO:0044325	ion channel binding
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0001954	positive regulation of cell-matrix adhesion
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0007416	synapse assembly
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0032934	sterol binding
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0035690	cellular response to drug
30	33	0.827570696948148	1.83558796290016e-05	0.03	GO:0045646	regulation of erythrocyte differentiation
82	91	0.827465868400317	2.17050061659035e-12	<0.001	GO:0030018	Z disc
56	62	0.827171546220377	6.00603872072432e-09	<0.001	GO:0010001	glial cell differentiation
47	52	0.824124171822168	1.00406154338986e-07	<0.001	GO:0019905	syntaxin binding
47	52	0.824124171822168	1.00406154338986e-07	<0.001	GO:0043507	positive regulation of JUN kinase activity
107	119	0.823902878269909	1.30278760649888e-15	<0.001	GO:0048167	regulation of synaptic plasticity
158	176	0.823635813151407	3.00860930993469e-22	<0.001	GO:0032147	activation of protein kinase activity
81	90	0.822137897528307	3.47592745865131e-12	<0.001	GO:0000187	activation of MAPK activity
115	128	0.82186535365832	1.28836508827812e-16	<0.001	GO:0014069	postsynaptic density
282	315	0.82010017926496	3.69187142114986e-38	<0.001	GO:0033124	regulation of GTP catabolic process
38	42	0.819798445902304	1.70511868416007e-06	0.002	GO:0046626	regulation of insulin receptor signaling pathway
38	42	0.819798445902304	1.70511868416007e-06	0.002	GO:0048024	regulation of mRNA splicing, via spliceosome
38	42	0.819798445902304	1.70511868416007e-06	0.002	GO:1901888	regulation of cell junction assembly
89	99	0.81954987242119	3.42248077932544e-13	<0.001	GO:0045732	positive regulation of protein catabolic process
55	61	0.819384510246929	9.64140531270287e-09	<0.001	GO:0000987	core promoter proximal region sequence-specific DNA binding
55	61	0.819384510246929	9.64140531270287e-09	<0.001	GO:0030500	regulation of bone mineralization
97	108	0.817435297375418	3.37123708217295e-14	<0.001	GO:0032412	regulation of ion transmembrane transporter activity
139	155	0.817346400603631	1.24919645700777e-19	<0.001	GO:0046578	regulation of Ras protein signal transduction
280	313	0.816950397811221	9.42058662877075e-38	<0.001	GO:0043087	regulation of GTPase activity
46	51	0.814851964452886	1.61322794197633e-07	<0.001	GO:0005080	protein kinase C binding
46	51	0.814851964452886	1.61322794197633e-07	<0.001	GO:0048588	developmental cell growth
46	51	0.814851964452886	1.61322794197633e-07	<0.001	GO:2001257	regulation of cation channel activity
88	98	0.814638460606273	5.46884459198546e-13	<0.001	GO:0050808	synapse organization
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0007254	JNK cascade
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0016592	mediator complex
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0032768	regulation of monooxygenase activity
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0035116	embryonic hindlimb morphogenesis
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0048008	platelet-derived growth factor receptor signaling pathway
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0048813	dendrite morphogenesis
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0055006	cardiac cell development
29	32	0.813061361862642	2.96870708876823e-05	0.049	GO:0060485	mesenchyme development
79	88	0.811284162231216	8.8819839413788e-12	<0.001	GO:1901981	phosphatidylinositol phosphate binding
62	69	0.809003825475955	1.49265020503162e-09	<0.001	GO:0051219	phosphoprotein binding
37	41	0.808337454102494	2.74341831139591e-06	0.002	GO:0001158	enhancer sequence-specific DNA binding
37	41	0.808337454102494	2.74341831139591e-06	0.002	GO:0001837	epithelial to mesenchymal transition
37	41	0.808337454102494	2.74341831139591e-06	0.002	GO:0006835	dicarboxylic acid transport
45	50	0.805378859877599	2.58683369018774e-07	<0.001	GO:0036294	cellular response to decreased oxygen levels
94	105	0.803767500141605	1.36761560569285e-13	<0.001	GO:0051291	protein heterooligomerization
61	68	0.801967338854053	2.38383899385209e-09	<0.001	GO:0005249	voltage-gated potassium channel activity
101	113	0.798770358369794	2.14216153432625e-14	<0.001	GO:0022898	regulation of transmembrane transporter activity
117	131	0.798309537465053	2.08412645901931e-16	<0.001	GO:0010498	proteasomal protein catabolic process
36	40	0.796567523101152	4.40337462884172e-06	0.007	GO:0014704	intercalated disc
36	40	0.796567523101152	4.40337462884172e-06	0.007	GO:0051966	regulation of synaptic transmission, glutamatergic
36	40	0.796567523101152	4.40337462884172e-06	0.007	GO:1901264	carbohydrate derivative transport
44	49	0.795695928150565	4.13946535657509e-07	0.001	GO:0016529	sarcoplasmic reticulum
44	49	0.795695928150565	4.13946535657509e-07	0.001	GO:0030010	establishment of cell polarity
44	49	0.795695928150565	4.13946535657509e-07	0.001	GO:0048592	eye morphogenesis
84	94	0.794425333127208	3.52433762442475e-12	<0.001	GO:0071804	cellular potassium ion transport
171	192	0.792894915928327	4.83510895716854e-23	<0.001	GO:0051056	regulation of small GTPase mediated signal transduction
83	93	0.789223463990802	5.59835532657077e-12	<0.001	GO:0071805	potassium ion transmembrane transport
193	217	0.789162388240836	1.16961648737602e-25	<0.001	GO:0001525	angiogenesis
75	84	0.788737502409519	5.72261852064785e-11	<0.001	GO:0048514	blood vessel morphogenesis
59	66	0.787546025591149	6.05056050296642e-09	<0.001	GO:0005901	caveola
59	66	0.787546025591149	6.05056050296642e-09	<0.001	GO:0045665	negative regulation of neuron differentiation
59	66	0.787546025591149	6.05056050296642e-09	<0.001	GO:0050839	cell adhesion molecule binding
51	57	0.786772494004609	6.29130654579528e-08	<0.001	GO:0042475	odontogenesis of dentin-containing tooth
51	57	0.786772494004609	6.29130654579528e-08	<0.001	GO:0090002	establishment of protein localization to plasma membrane
43	48	0.785793630364677	6.60977142268719e-07	0.002	GO:0051591	response to cAMP
43	48	0.785793630364677	6.60977142268719e-07	0.002	GO:0071456	cellular response to hypoxia
98	110	0.785645528863587	8.5674978152182e-14	<0.001	GO:0048732	gland development
98	110	0.785645528863587	8.5674978152182e-14	<0.001	GO:0050770	regulation of axonogenesis
137	154	0.785416365289458	1.27135044862221e-18	<0.001	GO:0070302	regulation of stress-activated protein kinase signaling cascade
136	153	0.782214560219725	2.01187199371872e-18	<0.001	GO:0032872	regulation of stress-activated MAPK cascade
66	74	0.781673291064383	9.30886852517337e-10	<0.001	GO:0042826	histone deacetylase binding
58	65	0.780153347781318	9.61507100491062e-09	<0.001	GO:0070167	regulation of biomineral tissue development
73	82	0.777014662278332	1.43950741005513e-10	<0.001	GO:0001843	neural tube closure
73	82	0.777014662278332	1.43950741005513e-10	<0.001	GO:0014074	response to purine-containing compound
42	47	0.775661761991683	1.0530675824616e-06	0.002	GO:0045921	positive regulation of exocytosis
111	125	0.775356301560836	3.2971017641029e-15	<0.001	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
80	90	0.77323797568855	2.2267696338753e-11	<0.001	GO:0044770	cell cycle phase transition
57	64	0.772633750521231	1.5252607985525e-08	<0.001	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
57	64	0.772633750521231	1.5252607985525e-08	<0.001	GO:0050684	regulation of mRNA processing
95	107	0.772117672979185	3.39289618679334e-13	<0.001	GO:0034330	cell junction organization
34	38	0.772030705123219	1.12572047786302e-05	0.019	GO:0035601	protein deacylation
34	38	0.772030705123219	1.12572047786302e-05	0.019	GO:0072659	protein localization to plasma membrane
117	132	0.769304951360993	8.11296727097705e-16	<0.001	GO:0046328	regulation of JNK cascade
94	106	0.767514448864963	5.35569143286608e-13	<0.001	GO:0017157	regulation of exocytosis
109	123	0.767432159639306	8.21224329629084e-15	<0.001	GO:0000209	protein polyubiquitination
109	123	0.767432159639306	8.21224329629084e-15	<0.001	GO:0007409	axonogenesis
131	148	0.765848905093665	1.97161662824772e-17	<0.001	GO:0030136	clathrin-coated vesicle
86	97	0.765098593838719	5.4464203830289e-12	<0.001	GO:0045216	cell-cell junction organization
56	63	0.764982780079095	2.41516249784665e-08	<0.001	GO:0017053	transcriptional repressor complex
71	80	0.764970146612792	3.60011741704883e-10	<0.001	GO:0060560	developmental growth involved in morphogenesis
108	122	0.763416085260715	1.2940664304163e-14	<0.001	GO:0032409	regulation of transporter activity
108	122	0.763416085260715	1.2940664304163e-14	<0.001	GO:0035148	tube formation
145	164	0.763152440354227	4.79255852607063e-19	<0.001	GO:0061138	morphogenesis of a branching epithelium
63	71	0.761530595214825	3.69152446785791e-09	<0.001	GO:0034329	cell junction assembly
48	54	0.760612331028923	2.51732688577877e-07	<0.001	GO:0071453	cellular response to oxygen levels
85	96	0.760016960822164	8.58487238565309e-12	<0.001	GO:0004725	protein tyrosine phosphatase activity
33	37	0.759224896221491	1.79252873346814e-05	0.03	GO:0009948	anterior/posterior axis specification
33	37	0.759224896221491	1.79252873346814e-05	0.03	GO:0023021	termination of signal transduction
33	37	0.759224896221491	1.79252873346814e-05	0.03	GO:0030199	collagen fibril organization
33	37	0.759224896221491	1.79252873346814e-05	0.03	GO:0045599	negative regulation of fat cell differentiation
