# species: Mus musculus
# support: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
# associations retrieved on: 2015-08-20 00:30:43-04
# gofunc built on: 2014-08-29 20:00:45.229015-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.mgi.gz
#   revision: 06/05/2014 $
#   downloaded on: 2014-06-23 12:15:18-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201404-termdb-tables.tar.gz
#   downloaded on: 2014-04-28 17:00:50-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2014-02-26 11:38:08.723614-05
#     synergizer db built from: Ensembl Genes 74 / Ensembl Metazoa Genes 21 / Ensembl Plants Genes 21
#   namespace: mgi_symbol
#   coverage: 100.0%
# size of "genespace": 22607
# number of attributes: 17970
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 21060
# Number of entities in query: 9685
# Total number of entities: 23771
# Original total number of entities: 22607
# Entities not in default gene space: 1164
# Total number of attributes: 17970
# Translation required: yes
# Translation coverage: 0.999722
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IDA, IGI, ISO, IGC, NAS, IPI, IEP, ISA, RCA, IC
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
29	35	0.820706991427383	3.90910152039089e-07	<0.001	GO:0055007	cardiac muscle cell differentiation
24	29	0.812407756168266	4.3218202059117e-06	0.003	GO:0071320	cellular response to cAMP
28	34	0.805684863470334	8.00144573690295e-07	<0.001	GO:0030331	estrogen receptor binding
28	34	0.805684863470334	8.00144573690295e-07	<0.001	GO:0048260	positive regulation of receptor-mediated endocytosis
41	50	0.804570310010005	2.61012099581615e-09	<0.001	GO:0035051	cardiocyte differentiation
23	28	0.794264585360681	8.84215941287602e-06	0.012	GO:0055038	recycling endosome membrane
44	54	0.791520790984002	1.00223374536149e-09	<0.001	GO:0048259	regulation of receptor-mediated endocytosis
27	33	0.790127729961139	1.62832091513412e-06	<0.001	GO:0007416	synapse assembly
55	68	0.778712496503167	1.38398067393447e-11	<0.001	GO:0046332	SMAD binding
22	27	0.775334297137149	1.79642379762063e-05	0.041	GO:0030672	synaptic vesicle membrane
26	32	0.773995947392221	3.29329530590538e-06	0.001	GO:0051058	negative regulation of small GTPase mediated signal transduction
30	37	0.773051039913415	6.1001059914739e-07	<0.001	GO:0043550	regulation of lipid kinase activity
34	42	0.772361739520598	1.13858117900759e-07	<0.001	GO:1901888	regulation of cell junction assembly
25	31	0.757245295868428	6.61703717005111e-06	0.008	GO:0043551	regulation of phosphatidylinositol 3-kinase activity
25	31	0.757245295868428	6.61703717005111e-06	0.008	GO:0070169	positive regulation of biomineral tissue development
48	60	0.753300309916623	5.738901753223e-10	<0.001	GO:0007179	transforming growth factor beta receptor signaling pathway
32	40	0.74633601951924	4.54052140421925e-07	<0.001	GO:0051018	protein kinase A binding
32	40	0.74633601951924	4.54052140421925e-07	<0.001	GO:0051966	regulation of synaptic transmission, glutamatergic
47	59	0.744207120295701	1.13405066408893e-09	<0.001	GO:0051146	striated muscle cell differentiation
28	35	0.743506111942932	2.43487720982118e-06	0.001	GO:0060325	face morphogenesis
62	78	0.743372552992027	2.95141476049063e-12	<0.001	GO:0060021	palate development
62	78	0.743372552992027	2.95141476049063e-12	<0.001	GO:0060070	canonical Wnt signaling pathway
24	30	0.739826246431622	1.32021167339413e-05	0.025	GO:0030501	positive regulation of bone mineralization
24	30	0.739826246431622	1.32021167339413e-05	0.025	GO:0046579	positive regulation of Ras protein signal transduction
24	30	0.739826246431622	1.32021167339413e-05	0.025	GO:0060479	lung cell differentiation
39	49	0.739532712579121	3.16498603372526e-08	<0.001	GO:0043198	dendritic shaft
38	48	0.728351327856176	6.22561037617934e-08	<0.001	GO:0035335	peptidyl-tyrosine dephosphorylation
38	48	0.728351327856176	6.22561037617934e-08	<0.001	GO:0060429	epithelium development
27	34	0.727948978433737	4.81791377747095e-06	0.003	GO:0003730	mRNA 3'-UTR binding
27	34	0.727948978433737	4.81791377747095e-06	0.003	GO:0030665	clathrin-coated vesicle membrane
27	34	0.727948978433737	4.81791377747095e-06	0.003	GO:0040018	positive regulation of multicellular organism growth
34	43	0.724026210785502	3.3070051786659e-07	<0.001	GO:0010464	regulation of mesenchymal cell proliferation
34	43	0.724026210785502	3.3070051786659e-07	<0.001	GO:0022029	telencephalon cell migration
34	43	0.724026210785502	3.3070051786659e-07	<0.001	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway
34	43	0.724026210785502	3.3070051786659e-07	<0.001	GO:0045778	positive regulation of ossification
30	38	0.718662530621429	1.76576344950658e-06	<0.001	GO:0072659	protein localization to plasma membrane
37	47	0.716876852136517	1.21831331032433e-07	<0.001	GO:0030315	T-tubule
44	56	0.715738367766266	8.5312967390119e-09	<0.001	GO:0005905	coated pit
26	33	0.71181719586482	9.46707052246775e-06	0.014	GO:0001954	positive regulation of cell-matrix adhesion
33	42	0.711206927464957	6.46627935193516e-07	<0.001	GO:0048286	lung alveolus development
78	100	0.708201042887401	3.07555892416805e-14	<0.001	GO:0008021	synaptic vesicle
36	46	0.705093439591535	2.37137784593209e-07	<0.001	GO:0021885	forebrain cell migration
115	148	0.704387047600942	4.35979312549655e-20	<0.001	GO:0030136	clathrin-coated vesicle
29	37	0.704139730607996	3.4492319016423e-06	0.001	GO:0045599	negative regulation of fat cell differentiation
84	108	0.703414073789126	4.27485178442271e-15	<0.001	GO:0030165	PDZ domain binding
120	155	0.697773705538002	1.16326469432822e-20	<0.001	GO:0046578	regulation of Ras protein signal transduction
25	32	0.695066544341026	1.85175436015407e-05	0.043	GO:0007585	respiratory gaseous exchange
25	32	0.695066544341026	1.85175436015407e-05	0.043	GO:0048008	platelet-derived growth factor receptor signaling pathway
25	32	0.695066544341026	1.85175436015407e-05	0.043	GO:0048265	response to pain
68	88	0.689060566000129	3.03195735603797e-12	<0.001	GO:1901981	phosphatidylinositol phosphate binding
51	66	0.685986744819394	1.60068567747694e-09	<0.001	GO:0006497	protein lipidation
31	40	0.684382697632338	2.42730904282894e-06	0.001	GO:0050805	negative regulation of synaptic transmission
80	104	0.682172355120071	5.74613020958918e-14	<0.001	GO:0044309	neuron spine
37	48	0.677337457309074	3.22152781722632e-07	<0.001	GO:0042734	presynaptic membrane
40	52	0.674653240221653	1.17771762948502e-07	<0.001	GO:0043507	positive regulation of JUN kinase activity
27	35	0.673560469141751	1.28897411712973e-05	0.023	GO:0017022	myosin binding
27	35	0.673560469141751	1.28897411712973e-05	0.023	GO:0030662	coated vesicle membrane
27	35	0.673560469141751	1.28897411712973e-05	0.023	GO:0032922	circadian regulation of gene expression
68	89	0.668345091661671	7.72318745328132e-12	<0.001	GO:0035023	regulation of Rho protein signal transduction
39	51	0.663750289361384	2.24078911683511e-07	<0.001	GO:0048588	developmental cell growth
29	38	0.6558042018729	8.87158990067901e-06	0.013	GO:0010812	negative regulation of cell-substrate adhesion
32	42	0.654503945651055	3.20851062414665e-06	0.001	GO:0021987	cerebral cortex development
130	172	0.65447444723568	1.26926012254162e-20	<0.001	GO:0030135	coated vesicle
75	99	0.654097419672552	1.38548040773643e-12	<0.001	GO:0043197	dendritic spine
145	192	0.653949889014806	8.83854674375795e-23	<0.001	GO:0051056	regulation of small GTPase mediated signal transduction
90	119	0.652667045635237	9.6083979409158e-15	<0.001	GO:0048167	regulation of synaptic plasticity
38	50	0.652568904638439	4.23945276132314e-07	<0.001	GO:0030175	filopodium
38	50	0.652568904638439	4.23945276132314e-07	<0.001	GO:0048168	regulation of neuronal synaptic plasticity
343	457	0.65193226648593	4.23499014369676e-51	<0.001	GO:0045202	synapse
50	66	0.650242708672136	7.60663289240643e-09	<0.001	GO:0008013	beta-catenin binding
71	94	0.648404893279086	7.02191370225428e-12	<0.001	GO:0031345	negative regulation of cell projection organization
70	93	0.642242800036508	1.31107604991893e-11	<0.001	GO:0045995	regulation of embryonic development
40	53	0.64119862680646	2.90635036920026e-07	<0.001	GO:0060078	regulation of postsynaptic membrane potential
34	45	0.640990270824971	2.19357138859621e-06	0.001	GO:0044291	cell-cell contact zone
34	45	0.640990270824971	2.19357138859621e-06	0.001	GO:0048706	embryonic skeletal system development
31	41	0.640886152499249	6.05420881570895e-06	0.007	GO:0006835	dicarboxylic acid transport
28	37	0.640782073915851	1.67757518763499e-05	0.04	GO:0009948	anterior/posterior axis specification
57	76	0.634291522413184	1.31826471831486e-09	<0.001	GO:0071559	response to transforming growth factor beta
57	76	0.634291522413184	1.31826471831486e-09	<0.001	GO:0071560	cellular response to transforming growth factor beta stimulus
54	72	0.633778639816628	3.58315834460771e-09	<0.001	GO:0044325	ion channel binding
54	72	0.633778639816628	3.58315834460771e-09	<0.001	GO:0090288	negative regulation of cellular response to growth factor stimulus
92	123	0.633700398549798	1.58292696097159e-14	<0.001	GO:0010721	negative regulation of cell development
51	68	0.633218663095171	9.75033769661506e-09	<0.001	GO:0019233	sensory perception of pain
115	154	0.632649301772722	1.0382841926481e-17	<0.001	GO:0035091	phosphatidylinositol binding
83	111	0.632396284868265	3.12176500792692e-13	<0.001	GO:0001764	neuron migration
42	56	0.631157500330404	1.98172613701174e-07	<0.001	GO:0003007	heart morphogenesis
68	91	0.629653931762416	4.52340147111426e-11	<0.001	GO:0001047	core promoter binding
36	48	0.629311016373798	1.49052206081039e-06	<0.001	GO:0051591	response to cAMP
30	40	0.626830456753245	1.13418530904418e-05	0.021	GO:0014704	intercalated disc
30	40	0.626830456753245	1.13418530904418e-05	0.021	GO:0031623	receptor internalization
53	71	0.625690830848351	6.64550690823e-09	<0.001	GO:0003705	RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity
53	71	0.625690830848351	6.64550690823e-09	<0.001	GO:0030900	forebrain development
95	128	0.620901812881219	1.36354573574976e-14	<0.001	GO:0014069	postsynaptic density
41	55	0.620771634383072	3.6781718023797e-07	<0.001	GO:0030072	peptide hormone secretion
38	51	0.619114291223247	1.0078298526822e-06	<0.001	GO:0001704	formation of primary germ layer
55	74	0.618826460008499	4.52043566147392e-09	<0.001	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway
69	93	0.617864219741606	5.68355450252904e-11	<0.001	GO:0008344	adult locomotory behavior
35	47	0.617201500362854	2.76835324452909e-06	0.001	GO:0060079	regulation of excitatory postsynaptic membrane potential
32	43	0.614964550823613	7.62679129672417e-06	0.008	GO:0032947	protein complex scaffold
46	62	0.614224031515796	9.09706489296893e-08	<0.001	GO:0035258	steroid hormone receptor binding
71	96	0.612870808790448	3.85592361167266e-11	<0.001	GO:0050768	negative regulation of neurogenesis
43	58	0.612308306264543	2.48261051057275e-07	<0.001	GO:0002790	peptide secretion
98	133	0.609225188210626	1.15157901870207e-14	<0.001	GO:0005083	small GTPase regulator activity
51	69	0.60905411448357	2.25787240809144e-08	<0.001	GO:0043112	receptor metabolic process
51	69	0.60905411448357	2.25787240809144e-08	<0.001	GO:0046683	response to organophosphorus
92	125	0.606904343817956	8.36156118482439e-14	<0.001	GO:0006470	protein dephosphorylation
81	110	0.606768924063405	2.42264326901644e-12	<0.001	GO:0050770	regulation of axonogenesis
111	151	0.606271864210121	2.69947050332304e-16	<0.001	GO:0007411	axon guidance
111	151	0.606271864210121	2.69947050332304e-16	<0.001	GO:0097485	neuron projection guidance
78	106	0.605353388830743	6.53560448859953e-12	<0.001	GO:0017157	regulation of exocytosis
34	46	0.604747242434677	5.1071525555988e-06	0.003	GO:0010717	regulation of epithelial to mesenchymal transition
45	61	0.604737423988111	1.67021627708662e-07	<0.001	GO:0001046	core promoter sequence-specific DNA binding
72	98	0.602211366730872	4.75958626868765e-11	<0.001	GO:0023061	signal release
31	42	0.601346757671807	1.40683947627448e-05	0.033	GO:0006939	smooth muscle contraction
31	42	0.601346757671807	1.40683947627448e-05	0.033	GO:0035137	hindlimb morphogenesis
50	68	0.600493188887216	4.12923032496225e-08	<0.001	GO:0001952	regulation of cell-matrix adhesion
50	68	0.600493188887216	4.12923032496225e-08	<0.001	GO:0033555	multicellular organismal response to stress
39	53	0.599230582085276	1.24489643083503e-06	<0.001	GO:0050885	neuromuscular process controlling balance
47	64	0.59792477304609	1.12238022701365e-07	<0.001	GO:0005089	Rho guanyl-nucleotide exchange factor activity
60	82	0.594273855584132	2.53403127723305e-09	<0.001	GO:0014074	response to purine-containing compound
158	217	0.593513620756511	7.07376759640668e-22	<0.001	GO:0001525	angiogenesis
65	89	0.591940107153188	6.29415140369393e-10	<0.001	GO:0050905	neuromuscular process
33	45	0.591927959114131	9.35556675210788e-06	0.013	GO:0006513	protein monoubiquitination
33	45	0.591927959114131	9.35556675210788e-06	0.013	GO:0048844	artery morphogenesis
57	78	0.59182592509777	6.85256533207576e-09	<0.001	GO:0007009	plasma membrane organization
54	74	0.589134762791023	1.85413954129447e-08	<0.001	GO:0006836	neurotransmitter transport
46	63	0.588639060342478	2.04031527545633e-07	<0.001	GO:0043506	regulation of JUN kinase activity
38	52	0.588049197362331	2.26898903004461e-06	0.001	GO:0005913	cell-cell adherens junction
38	52	0.588049197362331	2.26898903004461e-06	0.001	GO:0070491	repressing transcription factor binding
59	81	0.58699032984302	4.58689867751666e-09	<0.001	GO:0019199	transmembrane receptor protein kinase activity
72	99	0.58609365818293	1.04902390690719e-10	<0.001	GO:0071901	negative regulation of protein serine/threonine kinase activity
48	66	0.582853414055411	1.36020692123431e-07	<0.001	GO:0050839	cell adhesion molecule binding
61	84	0.582522494182042	3.06543400907524e-09	<0.001	GO:0048514	blood vessel morphogenesis
53	73	0.581046953822746	3.34822355301019e-08	<0.001	GO:0046879	hormone secretion
58	80	0.579584118065946	8.2663476320908e-09	<0.001	GO:0060560	developmental growth involved in morphogenesis
45	62	0.579152452814793	3.68858496946334e-07	<0.001	GO:0009100	glycoprotein metabolic process
50	69	0.577599434838568	9.05295682679019e-08	<0.001	GO:0042472	inner ear morphogenesis
50	69	0.577599434838568	9.05295682679019e-08	<0.001	GO:0051219	phosphoprotein binding
50	69	0.577599434838568	9.05295682679019e-08	<0.001	GO:2000648	positive regulation of stem cell proliferation
37	51	0.576574721642672	4.1084381212814e-06	0.003	GO:0055024	regulation of cardiac muscle tissue development
60	83	0.57535763155444	5.50763903150748e-09	<0.001	GO:2000736	regulation of stem cell differentiation
169	235	0.574634307043621	2.44918645214669e-22	<0.001	GO:0010769	regulation of cell morphogenesis involved in differentiation
70	97	0.57385442703935	3.3817995413782e-10	<0.001	GO:0045216	cell-cell junction organization
52	72	0.572807391175263	6.01666200057923e-08	<0.001	GO:0042476	odontogenesis
123	171	0.572674477163669	1.16989601058622e-16	<0.001	GO:0001763	morphogenesis of a branching structure
302	422	0.572461059448439	3.17712071547495e-38	<0.001	GO:0044456	synapse part
294	411	0.57149333168517	3.49477695099147e-37	<0.001	GO:0009887	organ morphogenesis
34	47	0.571292629019484	1.12184374417061e-05	0.019	GO:0045921	positive regulation of exocytosis
77	107	0.570223465617145	5.59582592323627e-11	<0.001	GO:0042692	muscle cell differentiation
44	61	0.569456020516655	6.63042384913592e-07	<0.001	GO:0000987	core promoter proximal region sequence-specific DNA binding
49	68	0.568868185657388	1.62407969229275e-07	<0.001	GO:0001726	ruffle
81	113	0.564614886728413	2.47661688065952e-11	<0.001	GO:0007612	learning
41	57	0.564593965582887	1.79630573031624e-06	<0.001	GO:0042475	odontogenesis of dentin-containing tooth
46	64	0.564474511730877	4.38565079497518e-07	<0.001	GO:0001159	core promoter proximal region DNA binding
51	71	0.564410237457965	1.07572041406036e-07	<0.001	GO:0051899	membrane depolarization
103	144	0.562950629238568	6.34869497215876e-14	<0.001	GO:0048754	branching morphogenesis of an epithelial tube
206	289	0.562684745331207	4.19760498711055e-26	<0.001	GO:0007264	small GTPase mediated signal transduction
88	123	0.562279484578434	4.09673015401717e-12	<0.001	GO:0007409	axonogenesis
53	74	0.560331479484288	7.11816985677181e-08	<0.001	GO:0042826	histone deacetylase binding
48	67	0.559959660006763	2.8979415883588e-07	<0.001	GO:0035295	tube development
107	150	0.559097062317911	2.80279528614895e-14	<0.001	GO:2001236	regulation of extrinsic apoptotic signaling pathway
38	53	0.559054639113052	4.87051112585945e-06	0.003	GO:0002028	regulation of sodium ion transport
38	53	0.559054639113052	4.87051112585945e-06	0.003	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway
33	46	0.558473345698939	2.01289190125812e-05	0.044	GO:0043902	positive regulation of multi-organism process
77	108	0.556181853729675	1.1713474407197e-10	<0.001	GO:0032412	regulation of ion transmembrane transporter activity
50	70	0.555849311861612	1.91326955196622e-07	<0.001	GO:0051101	regulation of DNA binding
45	63	0.554987904203192	7.8082817589198e-07	<0.001	GO:0001505	regulation of neurotransmitter levels
45	63	0.554987904203192	7.8082817589198e-07	<0.001	GO:0017053	transcriptional repressor complex
101	142	0.554385687900638	1.98290372317585e-13	<0.001	GO:0090287	regulation of cellular response to growth factor stimulus
40	56	0.55395586414536	3.20236319051715e-06	0.001	GO:0017048	Rho GTPase binding
74	104	0.552942460057225	3.12241633038365e-10	<0.001	GO:0001076	RNA polymerase II transcription factor binding transcription factor activity
74	104	0.552942460057225	3.12241633038365e-10	<0.001	GO:0005088	Ras guanyl-nucleotide exchange factor activity
35	49	0.552681793086746	1.31914704420518e-05	0.023	GO:0051785	positive regulation of nuclear division
52	73	0.552091916836805	1.26226088519385e-07	<0.001	GO:0015833	peptide transport
81	114	0.551422538828825	5.13850709714991e-11	<0.001	GO:0035107	appendage morphogenesis
81	114	0.551422538828825	5.13850709714991e-11	<0.001	GO:0035108	limb morphogenesis
76	107	0.550496389740256	2.0661697417549e-10	<0.001	GO:0034330	cell junction organization
71	100	0.54946541423352	8.31802922680471e-10	<0.001	GO:0030217	T cell differentiation
54	76	0.548644352583001	8.32250417099058e-08	<0.001	GO:0001570	vasculogenesis
66	93	0.548306328581869	3.35370224621889e-09	<0.001	GO:0030326	embryonic limb morphogenesis
66	93	0.548306328581869	3.35370224621889e-09	<0.001	GO:0035113	embryonic appendage morphogenesis
37	52	0.547580163393392	8.65968939636315e-06	0.012	GO:0019905	syntaxin binding
116	164	0.547015646319425	6.3099998503425e-15	<0.001	GO:0061138	morphogenesis of a branching epithelium
68	96	0.545722501735449	2.21435565190643e-09	<0.001	GO:0004725	protein tyrosine phosphatase activity
56	79	0.545470265567673	5.48439100963885e-08	<0.001	GO:0010811	positive regulation of cell-substrate adhesion
44	62	0.545291471905054	1.38196768507371e-06	<0.001	GO:0001508	action potential
106	150	0.545091187581606	1.01127939811558e-13	<0.001	GO:0030534	adult behavior
165	234	0.544824000922518	2.11418210413351e-20	<0.001	GO:0032318	regulation of Ras GTPase activity
63	89	0.544240696324973	8.93470304993665e-09	<0.001	GO:0032869	cellular response to insulin stimulus
63	89	0.544240696324973	8.93470304993665e-09	<0.001	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway
58	82	0.542538789878317	3.61246356647862e-08	<0.001	GO:0030177	positive regulation of Wnt signaling pathway
221	315	0.539739562062711	2.25118360440709e-26	<0.001	GO:0033124	regulation of GTP catabolic process
74	105	0.538900848169754	6.35737650601469e-10	<0.001	GO:0001568	blood vessel development
48	68	0.538209537029806	5.95432836254586e-07	<0.001	GO:0015294	solute:cation symporter activity
181	258	0.538068287408596	7.59900577081418e-22	<0.001	GO:0060589	nucleoside-triphosphatase regulator activity
169	241	0.536932051933663	1.84845229906946e-20	<0.001	GO:0030695	GTPase regulator activity
90	128	0.536750195730408	1.1342350794618e-11	<0.001	GO:0010810	regulation of cell-substrate adhesion
171	244	0.53613743270039	1.21847761622846e-20	<0.001	GO:0000981	sequence-specific DNA binding RNA polymerase II transcription factor activity
134	191	0.536025053029729	1.51310722743125e-16	<0.001	GO:0048812	neuron projection morphogenesis
36	51	0.535796750848411	1.52868270129123e-05	0.037	GO:0003707	steroid hormone receptor activity
219	313	0.535708592417188	6.8209750640613e-26	<0.001	GO:0043087	regulation of GTPase activity
145	207	0.534299226887894	1.08666413907381e-17	<0.001	GO:0000976	transcription regulatory region sequence-specific DNA binding
59	84	0.53254002132469	4.15670739680655e-08	<0.001	GO:0005099	Ras GTPase activator activity
59	84	0.53254002132469	4.15670739680655e-08	<0.001	GO:0042886	amide transport
59	84	0.53254002132469	4.15670739680655e-08	<0.001	GO:0051100	negative regulation of binding
149	213	0.532517913594517	4.72177420314278e-18	<0.001	GO:0050890	cognition
52	74	0.532316980967241	2.56291168393474e-07	<0.001	GO:0046620	regulation of organ growth
45	64	0.532094150154543	1.59120002055931e-06	<0.001	GO:0002285	lymphocyte activation involved in immune response
45	64	0.532094150154543	1.59120002055931e-06	<0.001	GO:0050684	regulation of mRNA processing
45	64	0.532094150154543	1.59120002055931e-06	<0.001	GO:0050807	regulation of synapse organization
38	54	0.531871528562146	9.97503021256369e-06	0.014	GO:0050772	positive regulation of axonogenesis
121	173	0.530951647888659	6.35191964617252e-15	<0.001	GO:0033267	axon part
68	97	0.53071445271685	4.45623151900359e-09	<0.001	GO:0007613	memory
68	97	0.53071445271685	4.45623151900359e-09	<0.001	GO:0010469	regulation of receptor activity
54	77	0.52972812855331	1.68102611505391e-07	<0.001	GO:0005178	integrin binding
148	212	0.529557636736581	8.18142471168675e-18	<0.001	GO:0031346	positive regulation of cell projection organization
40	57	0.528370892972041	6.50967191321582e-06	0.008	GO:0043407	negative regulation of MAP kinase activity
104	149	0.527084894153121	6.12396476569397e-13	<0.001	GO:2000027	regulation of organ morphogenesis
81	116	0.526177182530179	2.08037164803395e-10	<0.001	GO:0017124	SH3 domain binding
58	83	0.525133809547617	7.22949566250549e-08	<0.001	GO:0045598	regulation of fat cell differentiation
108	155	0.524835609095246	2.65420331119427e-13	<0.001	GO:0031175	neuron projection development
85	122	0.523301863692095	8.99692332216696e-11	<0.001	GO:0032409	regulation of transporter activity
85	122	0.523301863692095	8.99692332216696e-11	<0.001	GO:0035148	tube formation
60	86	0.523086967105223	4.74046490962892e-08	<0.001	GO:0009755	hormone-mediated signaling pathway
69	99	0.522545126238711	5.07673827236697e-09	<0.001	GO:0010976	positive regulation of neuron projection development
44	63	0.522397717856405	2.77359723681257e-06	0.001	GO:0048814	regulation of dendrite morphogenesis
114	164	0.521792934882313	7.56251220075679e-14	<0.001	GO:0006469	negative regulation of protein kinase activity
